move_name,type,category,power,accuracy,pp,makes_contact,introduced,effect,z_effect
Bounce,Flying,Physical,85,85,5,true,3,"The user ofBouncewillspring upon the first turn, disappearing from view and becoming invulnerable to most attacks. On the second turn,Bouncedeals damage and has a 30% chance of paralyzing the target.","When a Pokémon is holdingFlyinium Zand uses its Z-Power,Bounceturns intoSupersonic Skystrikeand has base power160."
Headbutt,Normal,Physical,70,100,15,true,1,Headbuttdeals damage and has a 30% chance of causing the target to flinch (if the target has not yet moved).,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Headbuttturns intoBreakneck Blitzand has base power140.Outside of battleIn Gold, Silver, Crystal, and the remakes HeartGold & SoulSilver,Headbuttcan be used to shake trees. Often wild Pokémon will fall out; some Pokémon are only obtainable via this method."
Sacred Sword,Fighting,Physical,90,100,15,true,5,"Sacred Sworddeals damage, but ignores changes to the target's stats (i.e. Defense and Evasion in this case).","When a Pokémon is holdingFightinium Zand uses its Z-Power,Sacred Swordturns intoAll-Out Pummelingand has base power175."
Mighty Cleave,Rock,Physical,95,100,5,false,9,The user wields the light that has accumulated atop its head to cleave the target. This move hits even if the target protects itself.,
Spicy Extract,Grass,Status,,,15,false,9,Harshly lowers the opponent's Defense and sharply raises their Attack.,
Land's Wrath,Ground,Physical,90,100,10,false,6,Land's Wrathdeals damage with no additional effects.,"When a Pokémon is holdingGroundium Zand uses its Z-Power,Land's Wrathturns intoTectonic Rageand has base power185."
Lick,Ghost,Physical,30,100,30,true,1,Lickdeals damage and has a 30% chance of paralyzing the target.,"When a Pokémon is holdingGhostium Zand uses its Z-Power,Lickturns intoNever-Ending Nightmareand has base power100."
Jet Punch,Water,Physical,60,100,15,true,9,Always goes first.,
Floral Healing,Fairy,Status,,,10,false,7,"The user restores the target's HP by up to half of its max HP. It restores more HP when the terrain is grass.Z-Move effectsWhen a Pokémon is holdingFairium Zand uses its Z-Power,Floral Healingturns intoZ-Floral Healingand eliminates any stat drops applied to the user, in addition to its usual effect as above.","When a Pokémon is holdingFairium Zand uses its Z-Power,Floral Healingturns intoZ-Floral Healingand eliminates any stat drops applied to the user, in addition to its usual effect as above."
Morning Sun,Normal,Status,,,5,false,2,"User recovers HP. Amount varies with the weather.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Morning Sunturns intoZ-Morning Sunand eliminates any stat drops applied to the user, in addition to its usual effect as above.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Morning Sunturns intoZ-Morning Sunand eliminates any stat drops applied to the user, in addition to its usual effect as above."
Hyper Drill,Normal,Physical,100,100,5,true,9,Can strike through Protect/Detect.,
Jungle Healing,Grass,Status,,,10,false,8,Restores team's HP and cures status conditions.,
Flare Blitz,Fire,Physical,120,100,15,true,4,"Flare Blitzdeals damage and has a 10% chance of burning the target, but the user receives1⁄3of the damage it inflicted in recoil. In other words, if the attack does 90 HP damage to the opponent, the user will lose 30 HP.","When a Pokémon is holdingFirium Zand uses its Z-Power,Flare Blitzturns intoInferno Overdriveand has base power190."
DoubleSlap,Normal,Physical,15,85,10,true,1,"Double Slaphits 2-5 times per turn used. The probability of each interval is shown in the table, with the total power after each hit.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Double Slapturns intoBreakneck Blitzand has base power100."
Sacred Fire,Fire,Physical,100,95,5,false,2,Sacred Firedeals damage and has a 50% chance of burning the target.,"When a Pokémon is holdingFirium Zand uses its Z-Power,Sacred Fireturns intoInferno Overdriveand has base power180."
Perish Song,Normal,Status,,,5,false,2,"Any Pokémon in play when this attack is used faints in 3 turns.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Perish Songturns intoZ-Perish Songand eliminates any stat drops applied to the user, in addition to its usual effect as above.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Perish Songturns intoZ-Perish Songand eliminates any stat drops applied to the user, in addition to its usual effect as above."
Mean Look,Normal,Status,,,5,false,2,"Opponent cannot flee or switch.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Mean Lookturns intoZ-Mean Lookand raises Special Defense one stage, in addition to its usual effect as above.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Mean Lookturns intoZ-Mean Lookand raises Special Defense one stage, in addition to its usual effect as above."
Doom Desire,Steel,Special,140,100,5,false,3,"Two turns after the move is selected,Doom Desirewill deal damage. If the opponent switched Pokémon in the meantime, the damage dealt will depend on the Special Defense of the Pokémon the move hits, not the Pokémon it was originally targeted at.","When a Pokémon is holdingSteelium Zand uses its Z-Power,Doom Desireturns intoCorkscrew Crashand has base power200."
Thrash,Normal,Physical,120,100,10,true,1,"The user ofThrashattacks for 2-3 turns, during which it cannot switch out, and then becomes confused. Confused Pokémon have a 33% chance of hurting themselves each turn, for 1-4 attacking turns (50% chance inGenerations 1-6). The damage received is as if the Pokémon attacks itself with a typeless 40 base power Physical attack.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Thrashturns intoBreakneck Blitzand has base power190."
Axe Kick,Fighting,Physical,120,90,10,true,9,"May confuse opponent. If it misses, the user loses HP.",
Bide,Normal,Physical,,,10,true,1,"The user ofBidestores energyfor 2 turns. At the end of the second turn the Pokémonunleashes energy, dealing twice the HP damage it received.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Bideturns intoBreakneck Blitzand has base power100."
Earth Power,Ground,Special,90,100,10,false,4,Earth Powerdeals damage and has a 10% chance of lowering the target's Special Defense by one stage.,"When a Pokémon is holdingGroundium Zand uses its Z-Power,Earth Powerturns intoTectonic Rageand has base power175."
Hyper Voice,Normal,Special,90,100,10,false,3,"Hyper Voicedeals damage with no additional effect, besides targeting multiple foes.Hyper Voicehas no effect on Pokémon with the abilitySoundproof.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Hyper Voiceturns intoBreakneck Blitzand has base power175."
Barb Barrage,Poison,Physical,60,100,10,false,8,"Barb Barragedeals damage and has a 50% chance chance of poisoning the target. If the target is already poisoned, its power is doubled.",
Future Sight,Psychic,Special,120,100,10,false,2,"Future Sightdeals damage, but does not hit until two turns after the move is used. If the opponent switched Pokémon in the meantime, the new Pokémon gets hit, with their type and stats taken into account.","When a Pokémon is holdingPsychium Zand uses its Z-Power,Future Sightturns intoShattered Psycheand has base power190."
Transform,Normal,Status,,,10,false,1,"User takes on the form and attacks of the opponent.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Transformturns intoZ-Transformand fully restores the user's HP, in addition to its usual effect as above.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Transformturns intoZ-Transformand fully restores the user's HP, in addition to its usual effect as above."
Bleakwind Storm,Flying,Special,100,80,10,false,8,Bleakwind Stormdeals damage and has a 30% chance of lowering the target's Speed by one stage. The move targets both opponents in a double battle (each with a 30% chance of lowering Speed).,
Return,Normal,Physical,,100,20,true,2,The power ofReturnis higher when the user likes its trainer more. The base power varies between1(minimum Friendship) and102(maximum Friendship). The exact formula is:,"When a Pokémon is holdingNormalium Zand uses its Z-Power,Returnturns intoBreakneck Blitzand has base power160."
Fury Swipes,Normal,Physical,18,80,15,true,1,"Fury Swipeshits 2-5 times per turn used. The probability of each interval is shown in the table, with the total power after each hit.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Fury Swipesturns intoBreakneck Blitzand has base power100."
Refresh,Normal,Status,,,20,false,3,"Cures paralysis, poison, and burns.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Refreshturns intoZ-Refreshand fully restores the user's HP, in addition to its usual effect as above.","When a Pokémon is holdingNormalium Zand uses its Z-Power,Refreshturns intoZ-Refreshand fully restores the user's HP, in addition to its usual effect as above."
Toxic Spikes,Poison,Status,,,20,false,4,"Toxic Spikeslays a trap of poisonous spikes around the foe, which poison Pokémon switching in to the opposing field. If used more than once, incoming Pokémon will be badly poisoned.","When a Pokémon is holdingPoisonium Zand uses its Z-Power,Toxic Spikesturns intoZ-Toxic Spikesand raises Defense one stage, in addition to its usual effect as above."
Beat Up,Dark,Physical,,100,10,false,2,"Beat Updeals damage from each Pokémon on your team that does not have a status ailment (nor is fainted). Each strike has a differentbase power, calculated as:","When a Pokémon is holdingDarkinium Zand uses its Z-Power,Beat Upturns intoBlack Hole Eclipseand has base power100."
Steel Beam,Steel,Special,140,95,5,false,8,Steel Beamdeals damage but the user loses 50% of its HP.,
Upper Hand,Fighting,Physical,65,100,15,false,9,Strikes before a target's priority move.,
Shelter,Steel,Status,,,10,false,8,Shelterraises the user's Defense by two stages.,
Thunder Wave,Electric,Status,,90,20,false,1,"Thunder Waveparalyzes the opponent. Paralyzed Pokémon have a 25% chance of not being able to attack, and their Speed is decreased by 50% (75% inGenerations 1-6).","When a Pokémon is holdingElectrium Zand uses its Z-Power,Thunder Waveturns intoZ-Thunder Waveand raises Special Defense one stage, in addition to its usual effect as above."
Focus Blast,Fighting,Special,120,70,5,false,4,Focus Blastdeals damage and has a 10% chance of lowering the target's Special Defense by one stage.,"When a Pokémon is holdingFightinium Zand uses its Z-Power,Focus Blastturns intoAll-Out Pummelingand has base power190."
Spin Out,Steel,Physical,100,100,5,true,9,Harshly lowers user’s Speed.,
Bug Buzz,Bug,Special,90,100,10,false,4,Bug Buzzdeals damage and has a 10% chance of lowering the target's Special Defense by one stage.,"When a Pokémon is holdingBuginium Zand uses its Z-Power,Bug Buzzturns intoSavage Spin-Outand has base power175."
Earthquake,Ground,Physical,100,100,10,false,1,"Earthquakedeals damage, and will hit with double power if the opponent is underground due to the moveDig.","When a Pokémon is holdingGroundium Zand uses its Z-Power,Earthquaketurns intoTectonic Rageand has base power180."
Stun Spore,Grass,Status,,75,30,false,1,"Stun Sporeparalyzes the target, if it hits. Paralyzed Pokémon have a 25% chance of not being able to attack, and their Speed is decreased by 50% (75% inGenerations 1-6).","When a Pokémon is holdingGrassium Zand uses its Z-Power,Stun Sporeturns intoZ-Stun Sporeand raises Special Defense one stage, in addition to its usual effect as above."
Octolock,Fighting,Status,,100,15,false,8,"Octolockprevents the target from fleeing or switching out, while the user remains in battle. It also lowers the target's Defense and Special Defense by one stage each every turn.",
Zippy Zap,Electric,Physical,50,100,15,true,7,Zippy Zapdeals damage with high priority and always results in a critical hit.,
Barrier,Psychic,Status,,,20,false,1,Barrierraises the user's Defense by two stages.,"When a Pokémon is holdingPsychium Zand uses its Z-Power,Barrierturns intoZ-Barrierand eliminates any stat drops applied to the user, in addition to its usual effect as above."
Core Enforcer,Dragon,Special,100,100,10,false,7,"Core Enforcerdeals damage, and if the target has already moved this turn, suppresses the target's ability while it remains in battle.","When a Pokémon is holdingDragonium Zand uses its Z-Power,Core Enforcerturns intoDevastating Drakeand has base power140."
AncientPower,Rock,Special,60,100,5,false,2,"Ancient Powerdeals damage and has a 10% chance of raising all the user's stats at once - Attack, Defense, Special Attack, Special Defense and Speed - by one stage each.","When a Pokémon is holdingRockium Zand uses its Z-Power,Ancient Powerturns intoContinental Crushand has base power120."
Silk Trap,Bug,Status,,,10,false,9,Protects the user and lowers opponent's Speed on contact.,
